   0.00000000       1.00000000       1.00000000       1.00000000    
   2.00000014E-02   1.00539482       1.00000000       1.00000000    
   2.00000014E-02   1.01077271       1.00000000       1.00000000    
   2.00000014E-02   1.01613319       1.00000000       1.00000000    
   3.00000012E-02   1.01724446       1.00000000       1.00000000    
   4.00000028E-02   1.02370179       1.00000000       1.00000000    
   5.00000045E-02   1.02881062       1.00000000       1.00000000    
   6.00000061E-02   1.03411818       1.00000000       1.00000000    
   7.00000077E-02   1.03940809       1.00000000       1.00000000    
   8.00000057E-02   1.04467738       1.00000000       1.00000000    
   9.00000036E-02   1.04992604       1.00000000       1.00000000    
  0.100000001       1.05515337       1.00000000       1.00000000    
  0.109999999       1.06035888       1.00000000       1.00000000    
  0.119999997       1.06554198       1.00000000       1.00000000    
  0.129999995       1.07070220       1.00000000       1.00000000    
  0.140000001       1.07583904       1.00000000       1.00000000    
  0.150000006       1.08095205       1.00000000       1.00000000    
  0.160000011       1.08604074       1.00000000       1.00000000    
  0.170000017       1.09110451       1.00000000       1.00000000    
  0.180000022       1.09614301       1.00000000       1.00000000    
  0.190000027       1.10115576       1.00000000       1.00000000    
  0.200000033       1.10614240       1.00000000       1.00000000    
  0.210000038       1.11110234       1.00000000       1.00000000    
  0.220000044       1.11603522       1.00000000       1.00000000    
  0.230000049       1.12094069       1.00000000       1.00000000    
  0.240000054       1.12581825       1.00000000       1.00000000    
  0.250000060       1.13066757       1.00000000       1.00000000    
  0.260000050       1.13548827       1.00000000       1.00000000    
  0.270000041       1.14028001       1.00000000       1.00000000    
  0.280000031       1.14504242       1.00000000       1.00000000    
  0.290000021       1.14977515       1.00000000       1.00000000    
  0.300000012       1.15447783       1.00000000       1.00000000    
  0.310000002       1.15915012       1.00000000       1.00000000    
  0.319999993       1.16379178       1.00000000       1.00000000    
  0.329999983       1.16840255       1.00000000       1.00000000    
  0.339999974       1.17298210       1.00000000       1.00000000    
  0.349999964       1.17753005       1.00000000       1.00000000    
  0.359999955       1.18204629       1.00000000       1.00000000    
  0.369999945       1.18653047       1.00000000       1.00000000    
  0.379999936       1.19098246       1.00000000       1.00000000    
  0.389999926       1.19540191       1.00000000       1.00000000    
  0.399999917       1.19978869       1.00000000       1.00000000    
  0.409999907       1.20414257       1.00000000       1.00000000    
  0.419999897       1.20846343       1.00000000       1.00000000    
  0.429999888       1.21275103       1.00000000       1.00000000    
  0.439999878       1.21700513       1.00000000       1.00000000    
  0.449999869       1.22122562       1.00000000       1.00000000    
  0.459999859       1.22541237       1.00000000       1.00000000    
  0.469999850       1.22956526       1.00000000       1.00000000    
  0.479999840       1.23368418       1.00000000       1.00000000    
  0.489999831       1.23776889       1.00000000       1.00000000    
  0.499999821       1.24181938       1.00000000       1.00000000    
  0.509999812       1.24583566       1.00000000       1.00000000    
  0.519999802       1.24981749       1.00000000       1.00000000    
