   0.00000000       1.00000000       1.00000000       1.00000000    
   3.00000012E-02   1.00539482       1.00000000       1.00000000    
   3.00000012E-02   1.01077271       1.00000000       1.00000000    
   3.00000012E-02   1.01613319       1.00000000       1.00000000    
   3.00000012E-02   1.02147555       1.00000000       1.00000000    
   4.00000028E-02   1.02679932       1.00000000       1.00000000    
   5.00000045E-02   1.03210390       1.00000000       1.00000000    
   6.00000061E-02   1.03738880       1.00000000       1.00000000    
   7.00000077E-02   1.04265332       1.00000000       1.00000000    
   8.00000057E-02   1.04789710       1.00000000       1.00000000    
   9.00000036E-02   1.05311942       1.00000000       1.00000000    
  0.100000001       1.05831993       1.00000000       1.00000000    
  0.109999999       1.06349790       1.00000000       1.00000000    
  0.119999997       1.06865299       1.00000000       1.00000000    
  0.129999995       1.07378471       1.00000000       1.00000000    
  0.140000001       1.07889247       1.00000000       1.00000000    
  0.150000006       1.08397579       1.00000000       1.00000000    
  0.160000011       1.08903432       1.00000000       1.00000000    
  0.170000017       1.09406757       1.00000000       1.00000000    
  0.180000022       1.09907496       1.00000000       1.00000000    
  0.190000027       1.10405624       1.00000000       1.00000000    
  0.200000033       1.10901082       1.00000000       1.00000000    
  0.210000038       1.11393833       1.00000000       1.00000000    
  0.220000044       1.11883843       1.00000000       1.00000000    
  0.230000049       1.12371075       1.00000000       1.00000000    
  0.240000054       1.12855482       1.00000000       1.00000000    
  0.250000060       1.13337028       1.00000000       1.00000000    
  0.260000050       1.13815677       1.00000000       1.00000000    
  0.270000041       1.14291394       1.00000000       1.00000000    
  0.280000031       1.14764154       1.00000000       1.00000000    
  0.290000021       1.15233910       1.00000000       1.00000000    
  0.300000012       1.15700638       1.00000000       1.00000000    
  0.310000002       1.16164315       1.00000000       1.00000000    
  0.319999993       1.16624904       1.00000000       1.00000000    
  0.329999983       1.17082381       1.00000000       1.00000000    
  0.339999974       1.17536712       1.00000000       1.00000000    
  0.349999964       1.17987883       1.00000000       1.00000000    
  0.359999955       1.18435860       1.00000000       1.00000000    
  0.369999945       1.18880618       1.00000000       1.00000000    
  0.379999936       1.19322145       1.00000000       1.00000000    
  0.389999926       1.19760406       1.00000000       1.00000000    
  0.399999917       1.20195389       1.00000000       1.00000000    
  0.409999907       1.20627081       1.00000000       1.00000000    
  0.419999897       1.21055460       1.00000000       1.00000000    
  0.429999888       1.21480513       1.00000000       1.00000000    
  0.439999878       1.21902215       1.00000000       1.00000000    
  0.449999869       1.22320557       1.00000000       1.00000000    
  0.459999859       1.22735524       1.00000000       1.00000000    
  0.469999850       1.23147106       1.00000000       1.00000000    
  0.479999840       1.23555303       1.00000000       1.00000000    
  0.489999831       1.23960090       1.00000000       1.00000000    
  0.499999821       1.24361467       1.00000000       1.00000000    
  0.509999812       1.24759412       1.00000000       1.00000000    
  0.519999802       1.25153935       1.00000000       1.00000000    
  0.529999793       1.25545025       1.00000000       1.00000000    
  0.539999783       1.25932670       1.00000000       1.00000000    
  0.549999774       1.26316869       1.00000000       1.00000000    
  0.559999764       1.26697624       1.00000000       1.00000000    
  0.569999754       1.27074933       1.00000000       1.00000000    
  0.579999745       1.27448797       1.00000000       1.00000000    
  0.589999735       1.27819204       1.00000000       1.00000000    
  0.599999726       1.28186166       1.00000000       1.00000000    
  0.609999716       1.28549683       1.00000000       1.00000000    
  0.619999707       1.28909755       1.00000000       1.00000000    
  0.629999697       1.29266381       1.00000000       1.00000000    
  0.639999688       1.29619575       1.00000000       1.00000000    
  0.649999678       1.29969335       1.00000000       1.00000000    
  0.659999669       1.30315661       1.00000000       1.00000000    
  0.669999659       1.30658579       1.00000000       1.00000000    
  0.679999650       1.30998075       1.00000000       1.00000000    
  0.689999640       1.31334174       1.00000000       1.00000000    
  0.699999630       1.31666875       1.00000000       1.00000000    
  0.709999621       1.31996191       1.00000000       1.00000000    
  0.719999611       1.32322133       1.00000000       1.00000000    
  0.729999602       1.32644701       1.00000000       1.00000000    
