 #         4096
   1.89243841       0.00000000    
  0.882895708      -3.99316847E-02
   1.36545360     -0.952437222    
  0.314016640     -0.965664089    
   1.78143430     -0.626984596    
 -0.428250968       1.44177663    
  0.380192459      0.937895119    
   1.46148062      -1.19986737    
  0.136274338      0.943683922    
  0.411467314     -0.402216136    
   8.77177715E-03 -0.975517452    
  0.586090744      -1.51794469    
  0.158579528     -0.142982841    
 -0.574076295      0.606647134    
   2.53443527       1.58196592    
  0.502127588     -0.448286295    
  0.583927929      0.560045719    
 -0.765508056       1.34144258    
  0.356707841     -0.907761991    
  0.593397856      -1.57154155    
  0.160186887       1.50758028E-02
  0.578940034      -1.10678482    
   1.27845359     -0.791783690    
  0.355078936      0.718242526    
  0.404773295     -0.526615858    
  0.257075608      -5.22643030E-02
  0.159454793       1.71541071    
 -0.444035709      0.798111916    
  0.155390739      -1.30508494    
  0.573164701     -0.221474856    
   3.47491503E-02 -0.965709686    
  0.381125033      0.864115000    
   2.46280432E-02  -1.40203094    
  0.190265000     -0.743444443    
 -0.302597642     -0.131580710    
   1.67324233      -1.08732378    
  0.357808590      -1.57405961    
  0.344439328      0.224332511    
  0.229979098     -0.246309087    
  0.330682039     -0.299300671    
 -0.720719039      0.512920856    
 -0.456197560     -0.942939222    
  -1.18580043      0.292050123    
  -9.49345976E-02 -0.415615797    
 -0.445955753       1.06329131    
 -0.297037512      0.682633042    
  -9.98409688E-02  0.834583282    
  -1.83892131       8.26328993E-03
 -0.510824203       1.02734649    
  -1.44704354     -0.435148478    
   1.37668109      0.671098292    
  0.468910068     -0.440367103    
 -0.949682474       2.22404361    
 -0.577172935      0.498403907    
  0.632703066      0.448640645    
  0.452701151      0.224470109    
   1.09840584     -0.284583509    
   1.13820994      0.309437126    
 -0.651057124      -5.52716851E-02
  0.324750543      0.766308725    
  0.499837637     -0.734966278    
  0.208796561     -0.495823979    
  0.419988722      0.284014583    
  0.523301840       8.06936324E-02
   2.07698631     -0.331263542    
 -0.642993987      0.412684739    
  0.676252723     -0.389881849    
   2.10085726      0.278563499    
  0.252407342      -1.21251845    
 -0.254345894     -0.312084377    
  0.521754205      0.341078311    
   1.48293567     -0.257651269    
  0.259407699     -0.908292592    
   1.29360533     -0.580249608    
  0.344597250      -1.26000237    
  0.162320286      0.286130607    
  0.102159679      0.773140967    
   1.15867686      0.362850755    
  0.712631106       1.07459247    
  -1.26184654      -6.34370446E-02
  -1.06949246      0.111941427    
  0.570645452     -0.211391807    
  0.795708656      -1.55019760    
 -0.281815261      0.539676189    
 -0.148805618      0.455140531    
   1.93081892      -1.14893758    
  0.466202408      0.292162299    
   4.72117066E-02 -0.586790204    
 -0.371666372     -0.281790018    
 -0.825816870     -0.288980782    
  0.205164313      0.488380313    
  0.224143386      0.841984987    
  -1.49939263     -0.108538911    
   2.87863970       4.39411998E-02
   1.68218398     -0.613465905    
  0.369525850      0.875634074    
  0.776411533     -0.410521746    
   1.68427122      0.361768365    
   1.44795990      0.688224494    
  0.540671349      0.498020291    
   1.60038257      -1.66266108    
 -0.380025446     -0.733121395    
   2.33567262       1.06434774    
 -0.121711284      0.464611262    
  0.113337323      0.175605714    
 -0.300765663     -0.158266991    
  0.974532247     -0.619727254    
  -1.74924731E-02  0.761517465    
